Name,AssetType,Underlying,Source,isin,code,Exchange,category, currency,googleCode,
UBS ETF MSCI EMU Value EUR A dis GBP,ETF,EQUITY,Google,LU0446734369,UB17,London,Eurozone Large-Cap Equity,GBX,LON:UB17,
UBS ETF MSCI Europe EUR A dis GBP,ETF,EQUITY,Google,LU0446734104,UB12,London,Europe Large-Cap Blend Equity,GBX,LON:UB12,
UBS ETF MSCI Japan H GBP A acc,ETF,EQUITY,Google,LU0969638583,UC62,London,Japan Equity - Currency Hedged,GBX,LON:UC62,
UBS ETF MSCI Japan H GBP A dis,ETF,EQUITY,Google,LU0969638401,UC61,London,Japan Equity - Currency Hedged,GBX,LON:UC61,
UBS ETF MSCI Japan JPY A dis GBP,ETF,EQUITY,Google,LU0136240974,UB02,London,Japan Large-Cap Equity,USD,LON:UB02,
UBS ETF MSCI Pacific ex Jpn USD A dis GBP,ETF,EQUITY,Google,LU0446734526,UB20,London,Asia-Pacific ex-Japan Equity,GBX,LON:UB20,
UBS ETF MSCI Pacific SRI USD A dis GBP,ETF,EQUITY,Google,LU0629460832,UB45,London,Asia-Pacific inc. Japan Equity,GBX,LON:UB45,
UBS ETF MSCI United Kingdom GBP A acc GBP,ETF,EQUITY,Google,LU0950670850,UC64,London,UK Large-Cap Blend Equity,GBX,LON:UC64,
UBS ETF MSCI United Kingdom GBP A dis GBP,ETF,EQUITY,Google,LU0937836467,UC63,London,UK Large-Cap Blend Equity,GBX,LON:UC63,
UBS ETF MSCI USA H GBP A acc GBP,ETF,EQUITY,Google,IE00BD4TYJ05,UC74,London,US Equity - Currency Hedged,GBX,LON:UC74,
UBS ETF MSCI USA H GBP A dis GBP,ETF,EQUITY,Google,IE00BD4TYH80,UC73,London,US Equity - Currency Hedged,GBX,LON:UC73,
UBS ETF MSCI USA SRI USD A dis GBP,ETF,EQUITY,Google,LU0629460089,UC46,London,US Large-Cap Blend Equity,GBX,LON:UC46,
UBS ETF MSCI USA USD A dis GBP,ETF,EQUITY,Google,LU0136234654,UC04,London,US Large-Cap Blend Equity,USD,LON:UC04,
UBS ETF MSCI USA Value USD A dis GBP,ETF,EQUITY,Google,IE00B78JSG98,UC07,London,US Large-Cap Value Equity,GBX,LON:UC07,
UBS ETF MSCI World SRI USD A dis GBP,ETF,EQUITY,Google,LU0629459743,UC44,London,Global Large-Cap Blend Equity,GBX,LON:UC44,
UBS ETF MSCI World USD A dis GBP,ETF,EQUITY,Google,LU0340285161,UC55,London,Global Large-Cap Blend Equity,USD,LON:UC55,
UBS ETF S&P 500 USD A dis GBP,ETF,EQUITY,Google,IE00B7K93397,UC13,London,US Large-Cap Blend Equity,USD,LON:UC13,
Vanguard FTSE 100 ETF,ETF,EQUITY,Google,IE00B810Q511,VUKE,London,UK Large-Cap Blend Equity,GBP,LON:VUKE,
Vanguard FTSE 250 ETF,ETF,EQUITY,Google,IE00BKX55Q28,VMID,London,UK Mid-Cap Equity,GBP,LON:VMID,
Vanguard FTSE All-World ETF GBP,ETF,EQUITY,Google,IE00B3RBWM25,VWRL,London,Global Large-Cap Blend Equity,USD,LON:VWRL,
Vanguard FTSE All-World High Div Yld ETF GBP,ETF,EQUITY,Google,IE00B8GKDB10,VHYL,London,Global Equity Income,USD,LON:VHYL,
Vanguard FTSE Dev Asia Pac exJpn ETF GBP,ETF,EQUITY,Google,IE00B9F5YL18,VAPX,London,Asia-Pacific ex-Japan Equity,USD,LON:VAPX,
Vanguard FTSE Developed Europe ETF GBP,ETF,EQUITY,Google,IE00B945VV12,VEUR,London,Europe Large-Cap Blend Equity,GBP,LON:VEUR,
Vanguard FTSE Developed Europe ex UK ETF GBP,ETF,EQUITY,Google,IE00BKX55S42,VERX,London,Europe ex-UK Large-Cap Equity,GBP,LON:VERX,
Vanguard FTSE Developed World ETF GBP,ETF,EQUITY,Google,IE00BKX55T58,VEVE,London,Global Large-Cap Blend Equity,USD,LON:VEVE,
Vanguard FTSE Emerging Markets ETF GBP,ETF,EQUITY,Google,IE00B3VVMM84,VFEM,London,Global Emerging Markets Equity,USD,LON:VFEM,
Vanguard FTSE Japan ETF GBP,ETF,EQUITY,Google,IE00B95PGT31,VJPN,London,Japan Large-Cap Equity,USD,LON:VJPN,
Vanguard FTSE North America ETF GBP,ETF,EQUITY,Google,IE00BKX55R35,VNRT,London,US Large-Cap Blend Equity,USD,LON:VNRT,
Vanguard S&P 500 ETF GBP,ETF,EQUITY,Google,IE00B3XXRP09,VUSA,London,US Large-Cap Blend Equity,USD,LON:VUSA,
Vanguard UK Gilt UCITS ETF,ETF,BOND,Google,IE00B42WWV65,VGOV,London,GBP Government Bond,GBP,LON:VGOV,
Vanguard Investments Funds ICVC-Vanguard U.K. Inflation-Linked Gilt Index Fund A GBP Gross Acc,FUND,BOND,Yahoo,GB00B45Q9038,GB00B45Q9038,London,GBP Government Bond,GBP,LON:VGOV,
WisdomTree Emerg Mkts Eq Inc ETF GBP,ETF,EQUITY,Google,IE00BQQ3Q067,DEM,London,Global Emerging Markets Equity,USD,LON:DEM,
WisdomTree Europe Equity Income ETF GBP,ETF,EQUITY,Google,IE00BQZJBX31,EEI,London,Europe Equity Income,EUR,LON:EEI,
WisdomTree Europe SmallCap Div ETF GBP,ETF,EQUITY,Google,IE00BQZJC527,DFE,London,Europe Small-Cap Equity,EUR,LON:DFE,
WisdomTree Germany Equity ETF GBP Hdg,ETF,EQUITY,Google,IE00BVXBGY20,DXGP,London,Europe Equity - Currency Hedged,GBX,LON:DXGP,
WisdomTree US Equity Income ETF GBP,ETF,EQUITY,Google,IE00BQZJBQ63,DHS,London,US Large-Cap Value Equity,USD,LON:DHS,
WisdomTree US SmallCap Dividend ETF GBP,ETF,EQUITY,Google,IE00BQZJBT94,DESE,London,US Small-Cap Equity,USD,LON:DESE,
Fidelity CSMT Diversified Markets Fund,Fund,FUND,Yahoo,Fidelity,GB00BD4H2014,London,BD4H201.L,Bond,GBP,LON:BD4H201
 iShares Global Property Securities Equity Index (UK) D Acc ,Fund,PROPERTY,Yahoo,GB00B5BFJG71,MCGLA,London,,GBP,B5BFJG7,
 S&P 500 - U.S.,Index,Equity,Yahoo,,^spx,London,,USD,,dummy
Alliance Trust,Investment_Trust,Equity,Yahoo,GB00B11V7W98,ATST.L,London,Equity » Global »  Global Large-Cap Blend Equity,GBX,,
Allianz Strategic Bond C Inc,Fund,Cash,Yahoo,GB00B06T9362,0P00001QSS.L,London,Bond » Global Flexible Bond - GBP Hedged,GBP,F0GBR061E7,
Amundi ETF FTSE EPRA NAREIT Global UCITS ETF DR,ETF,Equity,Yahoo,LU1437018838,EPRA.L,London,,GBP,,
Artemis Monthly Distribution I Acc,Fund,Equity,Yahoo,GB00B75F9Z67,ATMNA,London,,GBP,B75F9Z6,
Artemis SmartGARP Glb Eq I Acc GBP ,Fund,Equity,Yahoo,GB00B2PLJP95,GB00B2PLJP95,London,,GBP,B2PLJP9,
Artemis US Smaller Companies I Acc GBP ,Fund,Equity,Yahoo,GB00BMMV5766,GB00BMMV5766,London,,GBP,BMMV576,
ASI Global Smaller Companies P1 Acc,Fund,Equity,Yahoo,GB00B7KVX245,GB00B7KVX245,London,,GBP,B7KVX24,
AstraZeneca PLC,Equity,Equity,Yahoo,GB0009895292,AZN.L,London,Global Large-Cap Growth Equity,GBX,,
Aviva,Equity,Equity,Yahoo,GB0002162385,AV.L,London,Equity » Industry » Industry Insurance » Industry Insurance - Diversified,GBP,,
Baillie Gifford Positive Change Fund B Accumulation,Fund,Equity,Yahoo,GB00BYVGKV59,0P0001BDIT.L,London,Equity » Global » Global Large-Cap Growth Equity,GBP,,
Baillie Gifford Shin Nippon Ord,Investment_Trust,Equity,Yahoo,GB00BFXYH242,BGS.L,London,,GBP,,
BH Macro Limited ,Investment_Trust,Equity,Yahoo,GG00B1NP5142,BHMG.L,London,Macro Trading EUR,GBP,,
Blackrock ACS World ESG Equity Tracker Fund X1G GBP Acc,Fund,Equity,Yahoo,GB00BJ0C9S90,0P0001HPFT.L,London,Equity » Global »  Global Large-Cap Blend Equity,GBP,F000013PED,
BMO Commercial Property Trust,Investment_Trust,PROPERTY,Yahoo,GG00B4ZPCJ00,BCPT.L,London,,GBP,,
Capital Gearing Trust,Investment_Trust,Cash,Yahoo,GB0001738615,CGT.L,London,GBP Flexible Allocation,GBP,,
CFP SDL UK Buffettology General Income,Fund,Equity,Yahoo,GB00BKJ9C676,GB00BKJ9C676,London,,GBP,BKJ9C67,
Diageo plc,Equity,Equity,Yahoo,GB0002374006,DGE.L,London,Global Large-Cap Growth Equity,GBX,,
Diverse Income Trust Ord,Investment_Trust,Equity,Yahoo,GB00B65TLW28,DIVI.L,London,,GBX,,
ES R&M UK Recovery B Inc ,Fund,Equity,Yahoo,GB00B614J053,GB00B614J053,London,,GBP,B614J05,
Experian plc,Equity,Equity,Yahoo,GB00B19NLV48,EXPN.L,London,Equity » Industry » Industry Consulting Services,GBX,,
F&C Investment_Trust Ord,Investment_Trust,Equity,Yahoo,GB0003466074,FCIT.L,London,,GBX,,
Fid CSMT Sustainable Passive Equity Fund,Fund,Equity,Yahoo,GB00BKY5DK11,BKY5DK1,London,Global Large-Cap Blend Equity,GBP,F000013PED,
Fidelity Asia W Acc ,Fund,Equity,Yahoo,GB00B6Y7NF43,GB00B6Y7NF43,London,,GBP,B6Y7NF4,
Fidelity China Special Ord,Investment_Trust,Equity,Yahoo,GB00B62Z3C74,FCSS.L,London,Equity » ByCountry » China Equity,GBX,,
Fidelity Global Dividend W Acc,Fund,Equity,Yahoo,GB00B7GJPN73,B7GJPN7,London,,GBP,,
Fidelity Index Emerging Markets P Acc,Fund,Equity,Yahoo,GB00BHZK8D21,GB00BHZK8D21,London,,GBP,BHZK8D2,
Fidelity Index UK P Acc,Fund,Equity,Yahoo,GB00BJS8SF95,GB00BJS8SF95,London,,GBP,BJS8SF9,
Fidelity MltAsst Income W Acc,Fund,Equity,Yahoo,GB00BJ4L7S87,GB00BJ4L7S87,London,,GBP,BJ4L7S8,
FTF Legg Mason IF CB Glb Infras Inc XAcc,Fund,Equity,Yahoo,GB00BZ01WV25,GB00BZ01WV25,London,,GBP,BZ01WV2,
FTF Legg Mason IF Japan Equity X Acc,Fund,Equity,Yahoo,GB00B8JYLC77,GB00B8JYLC77,London,,GBP,B8JYLC7,
FTSE 100,Index,Equity,Yahoo,,^UKX,London,,GBP,,
GAM Star Credit Opps (GBP) Instl GBP Acc,Fund,Equity,Yahoo,IE00B510J173,IE00B510J173,London,,GBP,B510J17,
GlaxoSmithKline plc,Equity,Equity,Yahoo,GB0009252882,GSK.L,London,Equity » Industry » Industry Drug Manufacturers - General,GBX,,
Greggs plc,Equity,Equity,Yahoo,GB00B63QSB39,GRG.L,London,Mid-Cap Blend Equity,GBX,,
Guinness Asian Equity Income Y GBP Acc,Fund,Equity,Yahoo,IE00BDHSRD90,IE00BDHSRD90,London,,GBP,BDHSRD9,
Henderson Smaller Companies Ord,Investment_Trust,Equity,Yahoo,GB0009065060,HSL.L,London,,GBX,,
Hipgnosis Songs Fund Limited,Investment_Trust,other,Yahoo,GG00BFYT9H72,SONG.L,London,Other,GBP,,
HSBC Japan Index C Acc,Fund,Equity,Yahoo,GB00B80QGN87,GB00B80QGN87,London,,GBP,B80QGN8,
Imperial Brands PLC,Equity,Equity,Yahoo,GB0004544929,IMB.L,London,Equity » Industry » Industry Tobacco,GBX,,
Invesco EURO STOXX High Dividend Low Volatility UCITS ETF,ETF,Equity,Yahoo,IE00BZ4BMM98,EUHD.L,London,,GBP,,
Invesco Physical Gold GBP Hedged ETC,ETF,Equity,Yahoo,XS2183935605,SGLS.L,London,Commodities » Commodities - Precious Metals,GBP,,
iShares Pacific ex Jpn Eq Idx (UK) D Acc ,Fund,Equity,Yahoo,GB00B849FB47,GB00B849FB47,London,,GBP,B849FB4,
JPMorgan Emerging Markets Ord ,Investment_Trust,Equity,Yahoo,GB00BMXWN182,JMG.L,London,,GBX,,
JPMorgan European Income Pool Ord,Fund,Equity,Yahoo,GB00B17XWW44,JETI.L,London,,GBP,,
JPMorgan Japanese,Investment_Trust,Equity,Yahoo,GB0001740025,JFJ.L,London,Japan Large-Cap Equity,GBP,,
JPMorgan Russian Securities Plc,Investment_Trust,Cash,Yahoo,GB0032164732,JRS.L,London,Russia Equity,GBX,,
Jupiter Merian North Amer Eq I GBP Acc,Fund,Equity,Yahoo,GB00B1XG9G04,GB00B1XG9G04,London,,GBP,B1XG9G0,
Jupiter Strategic Bond Z GBP Acc,Fund,Equity,Yahoo,GB00BN8T5935,0P00015MD1.L,London,Global Flexible Bond - GBP Hedged,GBP,,
Legal & General Group Plc,Equity,Equity,Yahoo,GB0005603997,LGEN.L,London,Financial Services - Insurance - Life,GBX,,
LF Lindsell Train UK Equity Acc,Fund,Equity,Yahoo,GB00B18B9X76,GB00B18B9X76,London,,GBP,B18B9X7,
Lindsell Train Global Funds plc - Lindsell Train Global Equity Fund B GBP Inc,Fund,Equity,Yahoo,IE00B3NS4D25,0P0000SVHP.L,London,Equity » Global » Global Large-Cap Growth Equity,GBP,,
Lindsell Train Japanese Eq B GBP QutdInc,Fund,Equity,Yahoo,IE00B7FGDC41,IE00B7FGDC41,London,,GBP,B7FGDC4,
Liontrust Special Situations I Inc,Fund,Equity,Yahoo,GB00B57H4F11,GB00B57H4F11,London,,GBP,B57H4F1,
Lyxor Euro Government Inflation Linked Bond (DR) UCITS ETF - Acc,ETF,BOND,Yahoo,LU1650491282,MTIX.L,London,Bond » Inflation-Linked Bond »  EUR Inflation-Linked Bond,GBP,,
Lyxor MSCI World UCITS ETF - Dist,ETF,Equity,Yahoo,FR0010315770,WLDL.L,London,,GBP,,
Lyxor UCITS IBoxx GBP Gilt Inflation Linked,ETF,BOND,Yahoo,LU1407893301,GILI.L,London,Bond » Inflation-Linked Bond » GBP Inflation-Linked Bond,GBP,,
M&G Emerging Markets Bond GBP I Acc,Fund,Equity,Yahoo,GB00B7GNKY53,GB00B7GNKY53,London,,GBP,B7GNKY5,
M&G Global Government Bond Fund Sterling I Acc,Fund,BOND,Yahoo,GB00B7Q0Q826,0P0000WN3T.L,London,Global Government Bond,GBX,F00000OO7B,
M&G Global Macro Bond GBP I Acc,Fund,BOND,Yahoo,GB00B78PGS53,GB00B78PGS53,London,,GBP,B78PGS5,
Man GLG Continental Eurp Gr Prf Acc C,Fund,Equity,Yahoo,GB00B0119487,GB00B0119487,London,,GBP,B011948,
Man GLG Income Professional Acc C,Fund,Equity,Yahoo,GB00B0117C28,GB00B0117C28,London,,GBP,B0117C2,
Marlborough Global Bond P Acc,Fund,Equity,Yahoo,GB00B6ZDFJ91,GB00B6ZDFJ91,London,,GBP,B6ZDFJ9,
Marlborough Multi-Cap Growth P Inc,Fund,Equity,Yahoo,GB00B8CQP956,GB00B8CQP956,London,,GBP,B8CQP95,
Martin Currie Global Portfolio Investment_Trust,Investment_Trust,Equity,Yahoo,GB0005372411,MNP.L,London,Global Large-Cap Blend Equity,GBX,,
Mobius Investment_Trust Ord,Investment_Trust,Equity,Yahoo,GB00BFZ7R980,MMIT.L,London,,GBP,,
Morgan Sindall Group plc,Equity,Equity,Yahoo,GB0008085614,MGNS.L,London,Equity » Industry » Industry Engineering & Construction,GBP,,
Morgan Stanley Glb Brands Eq Inc I Acc,Fund,Equity,Yahoo,,0,London,,GBP,,
Murray International Ord,Investment_Trust,Equity,Yahoo,GB0006111909,MYI.L,London,,GBX,,
PIMCO GIS Global Real Return Fund Institutional GBP (Hedged) Income,Fund,Equity,Yahoo,IE00B07Q3Z63,0P00005XMB.L,London,Bond » Inflation-Linked Bond » GBP Inflation-Linked Bond,GBP,,
Premier Miton US Opportunities B Acc ,Fund,Equity,Yahoo,GB00B8278F56,GB00B8278F56,London,,GBP,B8278F5,
Rathbone Ethical Bond I Acc,Fund,Equity,Yahoo,GB00B77DQT14,GB00B77DQT14,London,,GBP,B77DQT1,
RELX PLC,Equity,Equity,Yahoo,GB00B2B0DG97,REL.L,London,Uk Large-Blend Equity,GBX,,
Royal Dutch Shell plc,Equity,Equity,Yahoo,GB00B03MLX29,RDSA.L,London,Equity » Industry » Industry Oil & Gas Integrated,GBX,,
Royal London Global Bd Opps Z GBP,Fund,BOND,Yahoo,IE00BYTYX230,IE00BYTYX230,London,,GBP,BYTYX23,
Royal London Sterl Extra Yld Bd A,Fund,BOND,Yahoo,IE0032571485,IE0032571485,London,,GBP,3257148,
Royal London UK Equity Income M Acc,Fund,Equity,Yahoo,GB00B8Y4ZB91,GB00B8Y4ZB91,London,,GBP,B8Y4ZB9,
Scottish Mortgage Ord ,Investment_Trust,Equity,Yahoo,GB00BLDYK618,SMT.L,London,,GBP,,
Smithson Invest,Investment_Trust,Equity,Yahoo,GB00BGJWTR88,SSON.L,London,MSCI ACWI SMID NR USD,GBP,,
SPDR Dow Jones Global Real Estate UCITS ETF Accumulating,ETF,Equity,Yahoo,IE00BH4GR342,GLRA.L,London,,GBP,,
TB Amati UK Smaller Companies B ,Fund,Equity,Yahoo,GB00B2NG4R39,GB00B2NG4R39,London,,GBP,B2NG4R3,
Tesco,Equity,Equity,Yahoo,GB00BLGZ9862,TSCO.L,London,Equity » Industry » Industry Grocery Stores,GBP,,
The City of London Investment_Trust plc,Investment_Trust,Equity,Yahoo,GB0001990497,CTY.L,London,Equity » ByCountry » UK » UK Equity Income,GBX,,
The Unilever Group,Equity,Equity,Yahoo,GB00B10RZP78,ULVR.L,London,Equity » Industry » Industry Household & Personal Products,GBX,,
TM CRUX European Special Sit I Acc GBP,Fund,Equity,Yahoo,GB00BTJRQ064,GB00BTJRQ064,London,,GBP,BTJRQ06,
TR European Growth Ord ,Investment_Trust,Equity,Yahoo,GB0009066928,TRG.L,London,,GBP,,
TR Property Ord ,Investment_Trust,PROPERTY,Yahoo,GB0009064097,TRY.L,London,,GBP,,
Utilico Emerging Markets Ord ,Investment_Trust,Equity,Yahoo,GB00BD45S967,UEM.L,London,,GBP,,
Vanguard FTSE UK Eq Inc Idx £ Acc,Fund,Equity,Yahoo,GB00B59G4H82,GB00B59G4H82,London,,GBP,B59G4H8,
Vanguard Glb Bd Idx £ H Acc,Fund,BOND,Yahoo,IE00B50W2R13,IE00B50W2R13,London,,GBP,B50W2R1,
Vanguard LifeStrategy 20% Eq A Grs Acc,Fund,Equity,Yahoo,GB00B4NXY349,GB00B4NXY349,London,,GBP,B4NXY34,
Vanguard LifeStrategy 60% Equity A Acc,Fund,Equity,Yahoo,GB00B3TYHH97,GB00B3TYHH97,London,,GBP,B3TYHH9,
Vanguard LifeStrategy 80% Equity A Acc,Fund,Equity,Yahoo,GB00B4PQW151,GB00B4PQW151,London,,GBP,B4PQW15,
Vanguard U.S. Eq Idx £ Acc,Fund,Equity,Yahoo,GB00B5B71Q71,GB00B5B71Q71,London,,GBP,B5B71Q7,
Vanguard UK Govt Bd Idx £ Acc,Fund,Equity,Yahoo,IE00B1S75374,IE00B1S75374,London,,GBP,B1S7537,
Vodafone,Equity,Equity,Yahoo,GB00BH4HKS39,VOD.L,London,Equity » Industry » Industry Telecom Services,GBP,,
WisdomTree Enhanced Cmdty ETF USD Acc GBP,ETF,COMMODITIES,Yahoo,IE00BYMLZY74,WCOB.L,London,Commodities » Commodities Broad Basket,GBX,0P00017Z4T,
WisdomTree Europe Equity ETF GBP Hedged,ETF,Equity,Yahoo,IE00BYQCZQ89,HEDP.L,London,,GBP,,
WisdomTree Physical Gold - GBP Daily Hedged,ETF,COMMODITIES,Yahoo,JE00B7VG2M16,GBSP.L,London,Commodities » Commodities - Precious Metals,GBP,,
X FTSE 100 Income ETF 1D ,ETF,Equity,Yahoo,,XUKX.L,London,Equity » ByCountry » UK » UK Equity Income,GBP,,
Xtrackers Global Inflation-Linked Bond UCITS ETF 5C,ETF,BOND,Yahoo,LU0908508814,XGIU.L,London,Bond » Inflation-Linked Bond,GBP,,
Xtrackers IE Physical Gold GBP Hedged ETC Securities,ETF,COMMODITIES,Yahoo,DE000A2UDH48,XGLS.L,London,Commodities » Commodities - Precious Metals,GBP,,
Xtrackers MSCI World ESG UCITS ETF 1C,ETF,Equity,Yahoo,IE00BZ02LR44,XESW.L,London,Equity » Global »  Global Large-Cap Blend Equity,GBP,0P0001K4T9,
